2016-02-24, 14:56:02, 370
2016-02-24, 14:58:20, 369
2016-02-24, 15:01:10, 370
2016-02-24, 15:03:02, 369
2016-02-26, 14:32:51, 501
2016-02-26, 14:34:39, 500
2016-02-26, 14:36:27, 501
2016-02-26, 14:37:59, 503
2016-02-26, 14:39:35, 503
2016-02-26, 14:41:23, 505
2016-02-26, 14:42:51, 502
2016-02-26, 14:44:23, 502
2016-02-26, 14:45:53, 502
2016-02-26, 14:47:26, 502
2016-02-26, 14:49:09, 502
2016-02-26, 14:50:47, 501
2016-02-26, 14:59:33, 502
2016-02-26, 15:01:23, 501
2016-02-26, 15:02:55, 494
2016-02-26, 15:04:37, 499
2016-02-26, 15:06:14, 502
2016-02-26, 15:07:43, 490
2016-02-26, 15:08:38, 504
2016-02-26, 15:10:08, 502
2016-02-26, 15:11:44, 504
2016-02-26, 15:13:08, 495
2016-02-26, 15:14:44, 506
2016-02-26, 15:16:14, 505
2016-02-26, 15:17:41, 504
2016-02-26, 15:19:05, 502
2016-02-26, 15:20:39, 504
2016-02-26, 15:22:10, 505
2016-02-26, 15:23:37, 504
2016-02-26, 15:25:06, 504
2016-02-26, 15:26:36, 501
2016-02-26, 15:28:03, 502
2016-02-26, 15:29:27, 504
2016-02-26, 15:31:17, 501
2016-02-26, 15:32:46, 502
2016-02-26, 15:34:16, 504
2016-02-26, 15:35:44, 502
2016-02-26, 15:37:21, 501
2016-02-26, 15:41:51, 491
2016-02-26, 15:43:20, 500
2016-02-26, 15:44:52, 507
2016-02-26, 15:46:19, 504
2016-02-26, 15:47:53, 509
2016-02-26, 15:49:27, 507
2016-02-26, 15:50:59, 508
2016-02-26, 15:52:36, 508
2016-02-26, 15:54:20, 509
2016-02-26, 15:55:52, 506
2016-02-26, 15:57:24, 508
2016-02-26, 15:58:58, 506
2016-02-26, 16:00:32, 503
2016-02-26, 16:02:09, 496
2016-02-26, 16:03:45, 507
2016-02-26, 16:05:17, 500
2016-02-26, 16:06:44, 506
2016-02-26, 16:08:28, 507
2016-02-26, 16:09:58, 507
2016-02-26, 16:11:37, 506
2016-02-26, 16:13:06, 506
2016-02-26, 16:14:53, 507
2016-02-26, 16:16:23, 508
2016-02-26, 16:17:47, 507
2016-02-26, 16:19:16, 496
2016-02-26, 16:20:48, 506
2016-02-26, 19:32:12, 1091
2016-02-26, 19:33:53, 1109
2016-02-26, 19:35:27, 1119
2016-02-26, 19:36:57, 1126
2016-02-26, 19:38:45, 1134
2016-02-26, 19:40:48, 1142
2016-02-26, 19:42:18, 1146
2016-02-26, 19:49:51, 1167
2016-02-26, 19:51:59, 1174
2016-02-26, 19:53:47, 1176
2016-02-26, 19:55:35, 1175
2016-02-26, 19:57:10, 1178
2016-02-26, 19:58:43, 1179
2016-02-26, 20:00:26, 1181
2016-02-26, 20:01:59, 1184
2016-02-26, 20:03:47, 1184
2016-02-26, 20:05:17, 1184
2016-02-26, 20:06:50, 1186
2016-02-26, 20:08:31, 1186
2016-02-26, 20:10:29, 1188
2016-02-26, 20:12:04, 1189
2016-02-26, 20:13:47, 1191
2016-02-26, 20:15:42, 1191
2016-02-26, 20:17:30, 1192
2016-02-26, 20:19:10, 1191
2016-02-26, 20:20:40, 1193
2016-02-26, 20:22:45, 1195
2016-02-26, 20:24:38, 1196
2016-02-26, 20:26:12, 1197
2016-02-26, 20:28:19, 1197
2016-02-26, 20:30:07, 1199
2016-02-26, 20:31:38, 1198
2016-02-26, 20:33:43, 1200
2016-02-26, 20:35:48, 1201
2016-02-26, 20:37:51, 1199
2016-02-26, 20:39:36, 1201
2016-02-26, 20:41:12, 1201
2016-02-26, 20:42:42, 1203
2016-02-26, 20:44:15, 1205
2016-02-26, 20:45:58, 1204
2016-02-26, 20:47:44, 1205
2016-02-26, 20:49:26, 1204
2016-02-26, 20:51:34, 1206
2016-02-26, 20:53:03, 1208
2016-02-26, 20:54:39, 1208
2016-02-26, 20:56:29, 1209
2016-02-26, 20:58:12, 1208
2016-02-26, 22:31:05, 1223
2016-02-26, 22:32:51, 1222
2016-02-26, 22:34:24, 1224
2016-02-26, 22:35:52, 1224
2016-02-26, 22:37:19, 1222
2016-02-26, 22:38:47, 1225
2016-02-26, 22:40:15, 1225
2016-02-26, 22:41:47, 1225
2016-02-26, 22:43:26, 1225
2016-02-26, 22:45:19, 1223
2016-02-26, 22:46:46, 1225
2016-02-26, 22:48:34, 1224
2016-02-26, 22:49:57, 1225
2016-02-26, 22:51:48, 1223
2016-02-26, 22:53:17, 1225
2016-02-26, 22:55:18, 1226
2016-02-26, 22:57:26, 1226
2016-02-26, 22:59:00, 1227
2016-02-26, 23:00:24, 1226
2016-02-26, 23:01:53, 1226
2016-02-26, 23:03:42, 1226
2016-02-26, 23:05:47, 1225
2016-02-26, 23:07:31, 1225
2016-02-26, 23:08:59, 1225
2016-02-26, 23:10:57, 1226
2016-02-26, 23:12:28, 1225
2016-02-26, 23:14:14, 1227
2016-02-26, 23:15:50, 1229
2016-02-26, 23:17:16, 1229
2016-02-26, 23:19:16, 1230
2016-02-26, 23:20:52, 1231
2016-02-26, 23:22:21, 1230
2016-02-26, 23:24:02, 1231
2016-02-26, 23:25:28, 1229
2016-02-26, 23:26:53, 1229
2016-02-26, 23:28:40, 1232
2016-02-26, 23:30:16, 1229
2016-02-26, 23:31:52, 1229
2016-02-26, 23:33:18, 1227
2016-02-26, 23:34:49, 1229
2016-02-26, 23:37:00, 1231
2016-02-26, 23:38:26, 1230
2016-02-26, 23:40:01, 1230
2016-02-26, 23:41:42, 1231
2016-02-26, 23:43:19, 1231
2016-02-26, 23:44:53, 1231
2016-02-26, 23:46:49, 1232
2016-02-26, 23:48:18, 1231
2016-02-26, 23:49:55, 1232
2016-02-26, 23:51:46, 1231
2016-02-26, 23:53:45, 1232
2016-02-26, 23:55:16, 1230
2016-02-26, 23:57:07, 1232
2016-02-26, 23:58:34, 1232
